"","formula","accuracy","cutoff","roc_auc","sensitivity","specificity","hoslem"
"218","response~(retraining+other_install)^2",0.626666666666667,0.60377358490566,0.584723032069971,0.814285714285714,0.342857142857143,0
"219","response~(retraining+rent)^2",0.68,0.676190476190396,0.528406219630709,0.846938775510204,0.2,0
"220","response~(retraining+own_res)^2",0.653333333333333,0.638888888888884,0.562512147716229,0.755102040816326,0.357142857142857,0
"221","response~(retraining+num_credits)^2",0.473333333333333,0.689729035079709,0.533279883381924,0.371428571428571,0.680952380952381,0
"222","response~(retraining+job)^2",0.63,0.67896008137408,0.528707482993197,0.8,0.261904761904762,0
"223","response~(retraining+num_dependents)^2",0.616666666666667,0.696969696969479,0.511418853255588,0.763265306122449,0.257142857142857,0
"224","response~(retraining+telephone)^2",0.496666666666667,0.693717277486721,0.524834791059281,0.414285714285714,0.623809523809524,0
"225","response~(retraining+foreign)^2",0.316666666666667,0.694352159468438,0.529397473275024,0.0530612244897959,0.990476190476191,0
"226","response~(amount+sav_acct)^2",0.683333333333333,0.614430265445056,0.654188532555879,0.885714285714286,0.333333333333333,0
"227","response~(amount+employment)^2",0.566666666666667,0.690919770374213,0.634669582118562,0.66734693877551,0.585714285714286,0
"228","response~(amount+install_rate)^2",0.57,0.702138393258065,0.61410592808552,0.646938775510204,0.528571428571429,0
"229","response~(amount+male_div)^2",0.64,0.690762498486131,0.569480077745384,0.779591836734694,0.404761904761905,0
"230","response~(amount+male_single)^2",0.68,0.634829234373256,0.599339164237123,0.887755102040816,0.276190476190476,0
"231","response~(amount+male_mar_or_wid)^2",0.636666666666667,0.689873788412854,0.568683187560739,0.789795918367347,0.4,0
"232","response~(amount+co.applicant)^2",0.623333333333333,0.698987366766495,0.574655004859086,0.76734693877551,0.428571428571429,0
"233","response~(amount+guarantor)^2",0.633333333333333,0.684451992291338,0.578692905733722,0.795918367346939,0.4,0
"234","response~(amount+present_resident)^2",0.62,0.697226587743211,0.568945578231293,0.753061224489796,0.414285714285714,0
"235","response~(amount+real_estate)^2",0.65,0.668167389341095,0.592638483965015,0.810204081632653,0.371428571428571,0
"236","response~(amount+prop_unkn_none)^2",0.6,0.723001916896399,0.60675898931001,0.714285714285714,0.519047619047619,0
"237","response~(amount+age)^2",0.596666666666667,0.700442635740603,0.611243926141885,0.657142857142857,0.523809523809524,0
"238","response~(amount+other_install)^2",0.603333333333333,0.714400693995398,0.61301749271137,0.675510204081633,0.552380952380952,0
"239","response~(amount+rent)^2",0.633333333333333,0.702626546854664,0.577478134110787,0.728571428571429,0.457142857142857,0
"240","response~(amount+own_res)^2",0.61,0.718595482514578,0.59779397473275,0.616326530612245,0.6,0
"241","response~(amount+num_credits)^2",0.633333333333333,0.670418732500322,0.586068999028183,0.818367346938776,0.342857142857143,NA
"242","response~(amount+job)^2",0.606666666666667,0.700711618233313,0.588527696793003,0.753061224489796,0.423809523809524,0
"243","response~(amount+num_dependents)^2",0.636666666666667,0.689136348599378,0.579484936831876,0.795918367346939,0.39047619047619,0
"244","response~(amount+telephone)^2",0.65,0.682698266550435,0.601321671525753,0.820408163265306,0.342857142857143,0
"245","response~(amount+foreign)^2",0.633333333333333,0.681068678192929,0.583192419825073,0.791836734693877,0.4,0
"246","response~(sav_acct+employment)^2",0.506666666666667,0.708536798012837,0.634037900874636,0.393877551020408,0.842857142857143,0
"247","response~(sav_acct+install_rate)^2",0.54,0.677899647981362,0.630704567541302,0.487755102040816,0.733333333333333,0
"248","response~(sav_acct+male_div)^2",0.49,0.708128548214152,0.613158406219631,0.348979591836735,0.857142857142857,0
"249","response~(sav_acct+male_single)^2",0.52,0.678536750138683,0.615821185617104,0.404081632653061,0.819047619047619,0
"250","response~(sav_acct+male_mar_or_wid)^2",0.52,0.705326407389632,0.617492711370262,0.414285714285714,0.79047619047619,0
"251","response~(sav_acct+co.applicant)^2",0.493333333333333,0.749299134839259,0.622725947521866,0.342857142857143,0.861904761904762,0
"252","response~(sav_acct+guarantor)^2",0.516666666666667,0.701381645349257,0.62142371234208,0.389795918367347,0.838095238095238,0
"253","response~(sav_acct+present_resident)^2",0.503333333333333,0.690237697744081,0.619139941690962,0.402040816326531,0.8,0
"254","response~(sav_acct+real_estate)^2",0.616666666666667,0.671664311758381,0.639829931972789,0.546938775510204,0.685714285714286,0
"255","response~(sav_acct+prop_unkn_none)^2",0.513333333333333,0.672674374584923,0.658425655976676,0.416326530612245,0.814285714285714,0
"256","response~(sav_acct+age)^2",0.543333333333333,0.698481765870751,0.632201166180758,0.422448979591837,0.785714285714286,0
"257","response~(sav_acct+other_install)^2",0.506666666666667,0.66360971822194,0.638877551020408,0.412244897959184,0.8,0
"258","response~(sav_acct+rent)^2",0.53,0.674637014931174,0.627259475218659,0.420408163265306,0.780952380952381,0
"259","response~(sav_acct+own_res)^2",0.53,0.679182995181594,0.642468415937804,0.412244897959184,0.8,0
"260","response~(sav_acct+num_credits)^2",0.536666666666667,0.667920848554921,0.62779397473275,0.471428571428571,0.738095238095238,0
"261","response~(sav_acct+job)^2",0.53,0.691518646470607,0.623202137998056,0.426530612244898,0.776190476190476,0
"262","response~(sav_acct+num_dependents)^2",0.493333333333333,0.709948631316016,0.611919339164237,0.342857142857143,0.857142857142857,0
"263","response~(sav_acct+telephone)^2",0.493333333333333,0.711379410943565,0.605602526724976,0.342857142857143,0.857142857142857,0
"264","response~(sav_acct+foreign)^2",0.506666666666667,0.698603685036717,0.618425655976676,0.375510204081633,0.847619047619048,0
"265","response~(employment+install_rate)^2",0.593333333333333,0.68247380532792,0.58754130223518,0.66530612244898,0.480952380952381,NA
"266","response~(employment+male_div)^2",0.506666666666667,0.715129772543129,0.574834791059281,0.453061224489796,0.685714285714286,0
"267","response~(employment+male_single)^2",0.506666666666667,0.711999640040082,0.579130223517979,0.46734693877551,0.666666666666667,0
"268","response~(employment+male_mar_or_wid)^2",0.516666666666667,0.678959890028389,0.576010689990282,0.508163265306122,0.633333333333333,0
"269","response~(employment+co.applicant)^2",0.503333333333333,0.694489160583503,0.587283770651118,0.448979591836735,0.685714285714286,0
"270","response~(employment+guarantor)^2",0.52,0.677254514563717,0.589849368318756,0.502040816326531,0.657142857142857,0
"271","response~(employment+present_resident)^2",0.516666666666667,0.702718095873775,0.590874635568513,0.510204081632653,0.657142857142857,0
"272","response~(employment+real_estate)^2",0.59,0.694627826361108,0.610801749271137,0.663265306122449,0.538095238095238,0
"273","response~(employment+prop_unkn_none)^2",0.603333333333333,0.632856723941817,0.653571428571429,0.722448979591837,0.504761904761905,0
"274","response~(employment+age)^2",0.513333333333333,0.737715251368119,0.58988824101069,0.46530612244898,0.685714285714286,0
"275","response~(employment+other_install)^2",0.616666666666667,0.64647845551416,0.614601554907677,0.687755102040816,0.49047619047619,0
"276","response~(employment+rent)^2",0.656666666666667,0.653390255297088,0.573454810495627,0.751020408163265,0.361904761904762,0
"277","response~(employment+own_res)^2",0.61,0.642624221932622,0.609902818270165,0.620408163265306,0.552380952380952,0
"278","response~(employment+num_credits)^2",0.506666666666667,0.699236500552481,0.583143828960155,0.473469387755102,0.657142857142857,0
"279","response~(employment+job)^2",0.52,0.686846209533805,0.588226433430515,0.477551020408163,0.671428571428571,0
"280","response~(employment+num_dependents)^2",0.53,0.686169756115886,0.587512147716229,0.522448979591837,0.623809523809524,0
"281","response~(employment+telephone)^2",0.506666666666667,0.693993227272648,0.576039844509232,0.46734693877551,0.666666666666667,0
"282","response~(employment+foreign)^2",0.52,0.674155731966,0.594849368318756,0.502040816326531,0.657142857142857,0
"283","response~(install_rate+male_div)^2",0.476666666666667,0.700753837971893,0.536511175898931,0.389795918367347,0.671428571428571,0
"284","response~(install_rate+male_single)^2",0.646666666666667,0.663356276903356,0.555714285714286,0.76734693877551,0.30952380952381,0
"285","response~(install_rate+male_mar_or_wid)^2",0.363333333333333,0.726300578873621,0.541807580174927,0.202040816326531,0.876190476190476,0
"286","response~(install_rate+co.applicant)^2",0.543333333333333,0.678998041635619,0.559057337220603,0.536734693877551,0.547619047619048,0
"287","response~(install_rate+guarantor)^2",0.506666666666667,0.693877639733244,0.547750242954325,0.422448979591837,0.652380952380952,NA
"288","response~(install_rate+present_resident)^2",0.483333333333333,0.705430774711348,0.540262390670554,0.412244897959184,0.666666666666667,0
"289","response~(install_rate+real_estate)^2",0.486666666666667,0.682345104434683,0.574086491739553,0.408163265306122,0.714285714285714,0
"290","response~(install_rate+prop_unkn_none)^2",0.64,0.663639200565148,0.59002915451895,0.881632653061225,0.266666666666667,0
"291","response~(install_rate+age)^2",0.586666666666667,0.697125692692242,0.566817298347911,0.53265306122449,0.6,NA
"292","response~(install_rate+other_install)^2",0.653333333333333,0.600143076817883,0.58081146744412,0.848979591836735,0.257142857142857,0
"293","response~(install_rate+rent)^2",0.533333333333333,0.694737863395889,0.553347910592809,0.481632653061224,0.59047619047619,0
"294","response~(install_rate+own_res)^2",0.71,0.609022972429819,0.57343537414966,0.871428571428571,0.252380952380952,0
"295","response~(install_rate+num_credits)^2",0.633333333333333,0.636749347250119,0.557934888241011,0.73469387755102,0.371428571428571,NA
"296","response~(install_rate+job)^2",0.496666666666667,0.696833976616847,0.560996112730807,0.381632653061225,0.714285714285714,0
"297","response~(install_rate+num_dependents)^2",0.476666666666667,0.701542373363625,0.531034985422741,0.389795918367347,0.671428571428571,0
"298","response~(install_rate+telephone)^2",0.67,0.644669520584191,0.54597667638484,0.744897959183674,0.323809523809524,0
"299","response~(install_rate+foreign)^2",0.493333333333333,0.690510770992544,0.552823129251701,0.416326530612245,0.666666666666667,0
"300","response~(male_div+male_single)^2",0.576666666666667,0.685714285714154,0.533163265306122,0.569387755102041,0.495238095238095,0
"301","response~(male_div+male_mar_or_wid)^2",0.333333333333333,0.696817420435294,0.509290573372206,0.102040816326531,0.914285714285714,0
"302","response~(male_div+co.applicant)^2",0.693333333333333,0.685714285714154,0.524130223517979,0.922448979591837,0.123809523809524,0
"303","response~(male_div+guarantor)^2",0.336666666666667,0.695102685624013,0.515242954324587,0.0551020408163265,0.971428571428571,0
"304","response~(male_div+present_resident)^2",0.356666666666667,0.709726413353928,0.512453838678328,0.148979591836735,0.895238095238095,0
"305","response~(male_div+real_estate)^2",0.47,0.669404517453745,0.560942662779398,0.310204081632653,0.804761904761905,0
"306","response~(male_div+prop_unkn_none)^2",0.64,0.513513513513513,0.576122448979592,0.881632653061225,0.266666666666667,0
"307","response~(male_div+age)^2",0.606666666666667,0.688761216587427,0.562672497570457,0.593877551020408,0.528571428571429,NA
"308","response~(male_div+other_install)^2",0.653333333333333,0.580645161290322,0.554771622934888,0.848979591836735,0.257142857142857,0
"309","response~(male_div+rent)^2",0.676666666666667,0.696969696969479,0.525019436345967,0.8,0.247619047619048,0
"310","response~(male_div+own_res)^2",0.653333333333333,0.617801047120418,0.558309037900875,0.755102040816326,0.357142857142857,0
"311","response~(male_div+num_credits)^2",0.473333333333333,0.692307692307514,0.527648202137998,0.353061224489796,0.7,0
"312","response~(male_div+job)^2",0.646666666666667,0.685116418951757,0.526671525753158,0.83469387755102,0.223809523809524,0
"313","response~(male_div+num_dependents)^2",0.65,0.688073394495413,0.51014091350826,0.802040816326531,0.214285714285714,0
"314","response~(male_div+telephone)^2",0.503333333333333,0.698734177214956,0.510213799805637,0.408163265306122,0.604761904761905,0
"315","response~(male_div+foreign)^2",0.316666666666667,0.690737833594976,0.522312925170068,0.0530612244897959,0.990476190476191,0
"316","response~(male_single+male_mar_or_wid)^2",0.61,0.651821862348162,0.541827016520894,0.671428571428571,0.40952380952381,0
"317","response~(male_single+co.applicant)^2",0.566666666666667,0.680921052631476,0.549829931972789,0.548979591836735,0.533333333333333,0
"318","response~(male_single+guarantor)^2",0.6,0.664429530201303,0.542118561710399,0.595918367346939,0.476190476190476,0
"319","response~(male_single+present_resident)^2",0.583333333333333,0.685935020569178,0.538838678328474,0.646938775510204,0.428571428571429,0
"320","response~(male_single+real_estate)^2",0.47,0.691275167785064,0.579752186588921,0.310204081632653,0.804761904761905,0
"321","response~(male_single+prop_unkn_none)^2",0.53,0.696864111498041,0.60891156462585,0.473469387755102,0.680952380952381,0
"322","response~(male_single+age)^2",0.576666666666667,0.721111428194274,0.55458211856171,0.616326530612245,0.504761904761905,0
"323","response~(male_single+other_install)^2",0.54,0.690566037735683,0.580660835762877,0.475510204081633,0.647619047619048,0
"324","response~(male_single+rent)^2",0.563333333333333,0.679324894514673,0.545296404275996,0.518367346938776,0.561904761904762,0
"325","response~(male_single+own_res)^2",0.54,0.698630136986068,0.575437317784257,0.442857142857143,0.671428571428571,0
"326","response~(male_single+num_credits)^2",0.403333333333333,0.695734974735415,0.544018464528669,0.238775510204082,0.828571428571429,0
"327","response~(male_single+job)^2",0.536666666666667,0.699257368738946,0.544173955296404,0.481632653061224,0.595238095238095,0
"328","response~(male_single+num_dependents)^2",0.576666666666667,0.674418604651091,0.536841593780369,0.569387755102041,0.495238095238095,0
"329","response~(male_single+telephone)^2",0.576666666666667,0.675438596491152,0.534280855199223,0.569387755102041,0.495238095238095,0
"330","response~(male_single+foreign)^2",0.58,0.666666666666667,0.545743440233236,0.583673469387755,0.485714285714286,0
"331","response~(male_mar_or_wid+co.applicant)^2",0.68,0.499999999999999,0.528542274052478,0.971428571428571,0.0714285714285714,0
"332","response~(male_mar_or_wid+guarantor)^2",0.356666666666667,0.689256198346951,0.524081632653061,0.140816326530612,0.904761904761905,0
"333","response~(male_mar_or_wid+present_resident)^2",0.38,0.705902350116394,0.52474732750243,0.202040816326531,0.852380952380952,NA
"334","response~(male_mar_or_wid+real_estate)^2",0.47,0.675675675675598,0.55885325558795,0.310204081632653,0.804761904761905,0
"335","response~(male_mar_or_wid+prop_unkn_none)^2",0.64,0.508928571428572,0.57514091350826,0.881632653061225,0.266666666666667,0
"336","response~(male_mar_or_wid+age)^2",0.613333333333333,0.678285177919053,0.564057337220603,0.677551020408163,0.457142857142857,0
"337","response~(male_mar_or_wid+other_install)^2",0.653333333333333,0.583333333333333,0.559416909620991,0.848979591836735,0.257142857142857,0
"338","response~(male_mar_or_wid+rent)^2",0.69,0.62135922330097,0.532069970845481,0.869387755102041,0.185714285714286,0
"339","response~(male_mar_or_wid+own_res)^2",0.663333333333333,0.6,0.565743440233236,0.779591836734694,0.342857142857143,0
"340","response~(male_mar_or_wid+num_credits)^2",0.49,0.678860608072604,0.531404275996113,0.438775510204082,0.619047619047619,0
"341","response~(male_mar_or_wid+job)^2",0.643333333333333,0.672469126109674,0.524995140913508,0.863265306122449,0.180952380952381,0
"342","response~(male_mar_or_wid+num_dependents)^2",0.333333333333333,0.697247706421798,0.511078717201166,0.1,0.919047619047619,0
"343","response~(male_mar_or_wid+telephone)^2",0.53,0.691489361701955,0.513654033041788,0.469387755102041,0.552380952380952,0
"344","response~(male_mar_or_wid+foreign)^2",0.346666666666667,0.686371100164204,0.530019436345967,0.146938775510204,0.90952380952381,0
"345","response~(co.applicant+guarantor)^2",0.68,0.482758620689655,0.533134110787172,0.971428571428571,0.0714285714285714,0
"346","response~(co.applicant+present_resident)^2",0.68,0.553494295369018,0.533887269193392,0.971428571428571,0.0714285714285714,0
"347","response~(co.applicant+real_estate)^2",0.46,0.676288659793734,0.573858114674441,0.302040816326531,0.819047619047619,0
"348","response~(co.applicant+prop_unkn_none)^2",0.623333333333333,0.523809523809524,0.587502429543246,0.859183673469388,0.314285714285714,0
"349","response~(co.applicant+age)^2",0.586666666666667,0.696586340194011,0.576836734693878,0.597959183673469,0.538095238095238,0
"350","response~(co.applicant+other_install)^2",0.633333333333333,0.6,0.574645286686103,0.826530612244898,0.319047619047619,0
"351","response~(co.applicant+rent)^2",0.66,0.675925925925848,0.533542274052478,0.822448979591837,0.238095238095238,0
"352","response~(co.applicant+own_res)^2",0.64,0.635869565217387,0.565860058309038,0.73265306122449,0.39047619047619,0
"353","response~(co.applicant+num_credits)^2",0.473333333333333,0.691910810790717,0.548965014577259,0.357142857142857,0.714285714285714,0
"354","response~(co.applicant+job)^2",0.63,0.682634715924363,0.538454810495627,0.840816326530612,0.238095238095238,0
"355","response~(co.applicant+num_dependents)^2",0.68,0.518518518518519,0.522619047619048,0.971428571428571,0.0714285714285714,0
"356","response~(co.applicant+telephone)^2",0.68,0.5,0.528143828960155,0.971428571428571,0.0714285714285714,0
"357","response~(co.applicant+foreign)^2",0.683333333333333,0.423076923076923,0.544499514091351,0.977551020408163,0.0714285714285714,0
"358","response~(guarantor+present_resident)^2",0.376666666666667,0.69965402944662,0.520694849368319,0.183673469387755,0.866666666666667,0
"359","response~(guarantor+real_estate)^2",0.47,0.664634146341424,0.561656948493683,0.33265306122449,0.785714285714286,0
"360","response~(guarantor+prop_unkn_none)^2",0.64,0.508928571428572,0.583119533527697,0.881632653061225,0.266666666666667,0
"361","response~(guarantor+age)^2",0.626666666666667,0.677672431993966,0.567721088435374,0.677551020408163,0.452380952380952,0
"362","response~(guarantor+other_install)^2",0.653333333333333,0.624999999999999,0.563906705539359,0.848979591836735,0.257142857142857,0
"363","response~(guarantor+rent)^2",0.68,0.666666666666621,0.534266277939747,0.846938775510204,0.2,0
"364","response~(guarantor+own_res)^2",0.65,0.611702127659574,0.564018464528669,0.76530612244898,0.347619047619048,0
"365","response~(guarantor+num_credits)^2",0.49,0.674056070232997,0.544518950437318,0.412244897959184,0.666666666666667,0
"366","response~(guarantor+job)^2",0.643333333333333,0.665566815978741,0.530534499514091,0.86530612244898,0.180952380952381,0
"367","response~(guarantor+num_dependents)^2",0.336666666666667,0.699646643109541,0.523634596695821,0.0551020408163265,0.971428571428571,0
"368","response~(guarantor+telephone)^2",0.523333333333333,0.687179487179346,0.52209426627794,0.453061224489796,0.580952380952381,0
"369","response~(guarantor+foreign)^2",0.35,0.684782608695652,0.533858114674441,0.1,0.966666666666667,0
"370","response~(present_resident+real_estate)^2",0.503333333333333,0.680482614778228,0.570568513119533,0.395918367346939,0.733333333333333,0
"371","response~(present_resident+prop_unkn_none)^2",0.64,0.610217148037305,0.591175898931001,0.881632653061225,0.266666666666667,0
"372","response~(present_resident+age)^2",0.583333333333333,0.695765423990875,0.562482993197279,0.557142857142857,0.571428571428571,0
"373","response~(present_resident+other_install)^2",0.683333333333333,0.595222219130031,0.56014091350826,0.873469387755102,0.238095238095238,0
"374","response~(present_resident+rent)^2",0.68,0.660404639307907,0.527507288629738,0.846938775510204,0.2,0
"375","response~(present_resident+own_res)^2",0.656666666666667,0.583839793710796,0.574844509232264,0.857142857142857,0.257142857142857,0
"376","response~(present_resident+num_credits)^2",0.4,0.690404400752236,0.539883381924198,0.244897959183673,0.833333333333333,0
"377","response~(present_resident+job)^2",0.66,0.681061357412922,0.527580174927114,0.877551020408163,0.166666666666667,0
"378","response~(present_resident+num_dependents)^2",0.363333333333333,0.70241156745584,0.512035957240039,0.181632653061225,0.847619047619048,0
"379","response~(present_resident+telephone)^2",0.546666666666667,0.689831092193711,0.536399416909621,0.540816326530612,0.519047619047619,0
"380","response~(present_resident+foreign)^2",0.36,0.696604076333586,0.530359572400389,0.183673469387755,0.880952380952381,0
"381","response~(real_estate+prop_unkn_none)^2",0.64,0.508771929824561,0.601827016520894,0.881632653061225,0.266666666666667,0
"382","response~(real_estate+age)^2",0.45,0.73719194701317,0.5894120505345,0.263265306122449,0.885714285714286,0
"383","response~(real_estate+other_install)^2",0.46,0.692118226600807,0.593595724003887,0.275510204081633,0.852380952380952,0
"384","response~(real_estate+rent)^2",0.47,0.68309859154918,0.575058309037901,0.310204081632653,0.804761904761905,0
"385","response~(real_estate+own_res)^2",0.666666666666667,0.578616352201258,0.592303206997084,0.812244897959184,0.319047619047619,0
"386","response~(real_estate+num_credits)^2",0.57,0.644757573651011,0.576632653061225,0.575510204081633,0.547619047619048,0
"387","response~(real_estate+job)^2",0.476666666666667,0.678881799576234,0.561686103012634,0.322448979591837,0.795238095238095,0
"388","response~(real_estate+num_dependents)^2",0.47,0.677570093457858,0.57254130223518,0.310204081632653,0.804761904761905,0
"389","response~(real_estate+telephone)^2",0.47,0.683982683982563,0.568318756073858,0.310204081632653,0.804761904761905,0
"390","response~(real_estate+foreign)^2",0.476666666666667,0.663306451612903,0.565937803692906,0.328571428571429,0.795238095238095,0
"391","response~(prop_unkn_none+age)^2",0.623333333333333,0.676797601572336,0.647201166180758,0.730612244897959,0.5,0
"392","response~(prop_unkn_none+other_install)^2",0.606666666666667,0.612244897959183,0.609718172983479,0.759183673469388,0.447619047619048,NA
"393","response~(prop_unkn_none+rent)^2",0.63,0.673076923076856,0.594033041788144,0.738775510204082,0.428571428571429,0
"394","response~(prop_unkn_none+own_res)^2",0.636666666666667,0.679245283018773,0.593148688046647,0.73469387755102,0.428571428571429,0
"395","response~(prop_unkn_none+num_credits)^2",0.64,0.513910414349266,0.596166180758017,0.881632653061225,0.266666666666667,0
"396","response~(prop_unkn_none+job)^2",0.64,0.520542211962064,0.577084548104956,0.881632653061225,0.266666666666667,0
"397","response~(prop_unkn_none+num_dependents)^2",0.64,0.534090909090909,0.58488824101069,0.881632653061225,0.266666666666667,0
"398","response~(prop_unkn_none+telephone)^2",0.64,0.515625,0.590204081632653,0.881632653061225,0.266666666666667,0
"399","response~(prop_unkn_none+foreign)^2",0.64,0.5,0.591448007774538,0.885714285714286,0.266666666666667,0
"400","response~(age+other_install)^2",0.59,0.707095666365336,0.601520894071914,0.542857142857143,0.628571428571429,0
"401","response~(age+rent)^2",0.593333333333333,0.702386104138475,0.565685131195335,0.589795918367347,0.538095238095238,0
"402","response~(age+own_res)^2",0.64,0.688897257289735,0.599373177842566,0.659183673469388,0.514285714285714,0
"403","response~(age+num_credits)^2",0.593333333333333,0.685443913777984,0.574159378036929,0.559183673469388,0.557142857142857,0
"404","response~(age+job)^2",0.663333333333333,0.670581844860201,0.576156462585034,0.795918367346939,0.328571428571429,0
"405","response~(age+num_dependents)^2",0.506666666666667,0.701032864623771,0.570510204081633,0.448979591836735,0.69047619047619,NA
"406","response~(age+telephone)^2",0.653333333333333,0.676628885524544,0.572609329446064,0.816326530612245,0.323809523809524,0
"407","response~(age+foreign)^2",0.603333333333333,0.676161556453152,0.578143828960155,0.63265306122449,0.504761904761905,0
"408","response~(other_install+rent)^2",0.62,0.650943396226401,0.575772594752187,0.708163265306123,0.433333333333333,0
"409","response~(other_install+own_res)^2",0.603333333333333,0.624242424242423,0.600524781341108,0.638775510204082,0.552380952380952,0
"410","response~(other_install+num_credits)^2",0.656666666666667,0.585293959354725,0.577672497570457,0.859183673469388,0.247619047619048,0
"411","response~(other_install+job)^2",0.6,0.688791250785305,0.56991739552964,0.746938775510204,0.39047619047619,0
"412","response~(other_install+num_dependents)^2",0.653333333333333,0.591836734693878,0.559708454810496,0.848979591836735,0.257142857142857,0
"413","response~(other_install+telephone)^2",0.653333333333333,0.634615384615381,0.557667638483965,0.848979591836735,0.257142857142857,0
"414","response~(other_install+foreign)^2",0.653333333333333,0.580645161290322,0.571448007774538,0.848979591836735,0.257142857142857,0
"415","response~(rent+own_res)^2",0.653333333333333,0.641025641025634,0.558965014577259,0.755102040816326,0.357142857142857,0
"416","response~(rent+num_credits)^2",0.453333333333333,0.679780313937316,0.571263362487852,0.455102040816327,0.652380952380952,0
"417","response~(rent+job)^2",0.636666666666667,0.673499888061014,0.542293488824101,0.728571428571429,0.361904761904762,0
"418","response~(rent+num_dependents)^2",0.633333333333333,0.686868686868547,0.533809523809524,0.726530612244898,0.333333333333333,0
"419","response~(rent+telephone)^2",0.68,0.651162790697659,0.527001943634597,0.846938775510204,0.2,0
"420","response~(rent+foreign)^2",0.69,0.630630630630631,0.543537414965986,0.857142857142857,0.195238095238095,0
"421","response~(own_res+num_credits)^2",0.446666666666667,0.695310195518639,0.592040816326531,0.308163265306122,0.819047619047619,0
"422","response~(own_res+job)^2",0.626666666666667,0.695042502934009,0.568134110787172,0.669387755102041,0.471428571428571,NA
"423","response~(own_res+num_dependents)^2",0.653333333333333,0.631901840490795,0.563872691933916,0.755102040816326,0.357142857142857,0
"424","response~(own_res+telephone)^2",0.653333333333333,0.632183908045974,0.560932944606414,0.755102040816326,0.357142857142857,0
"425","response~(own_res+foreign)^2",0.663333333333333,0.608465608465608,0.57245869776482,0.76530612244898,0.352380952380952,0
"426","response~(num_credits+job)^2",0.466666666666667,0.696973758732044,0.539650145772595,0.336734693877551,0.728571428571429,0
"427","response~(num_credits+num_dependents)^2",0.473333333333333,0.689578676336125,0.530379008746356,0.371428571428571,0.680952380952381,0
"428","response~(num_credits+telephone)^2",0.473333333333333,0.688495006970173,0.529863945578231,0.371428571428571,0.680952380952381,0
"429","response~(num_credits+foreign)^2",0.48,0.672874192066571,0.548605442176871,0.406122448979592,0.676190476190476,0
"430","response~(job+num_dependents)^2",0.613333333333333,0.687888585959285,0.525986394557823,0.781632653061225,0.276190476190476,0
"431","response~(job+telephone)^2",0.556666666666667,0.692240677178123,0.539572400388727,0.459183673469388,0.6,0
"432","response~(job+foreign)^2",0.326666666666667,0.702835556318726,0.535233236151603,0.0673469387755102,0.980952380952381,0
"433","response~(num_dependents+telephone)^2",0.53,0.695833333333125,0.52407677356657,0.569387755102041,0.461904761904762,0
"434","response~(num_dependents+foreign)^2",0.316666666666667,0.694736842105263,0.529786200194363,0.0530612244897959,0.990476190476191,0
"435","response~(telephone+foreign)^2",0.523333333333333,0.679389312977099,0.536093294460641,0.455102040816327,0.6,0
